Date,Category,Assets,Liabilities,Net worth,Household count
2022:Q1,Silent,21588297,652005,20936292,13256946
2022:Q1,BabyBoom,78886511,4831600,74054911,42186543
2022:Q1,GenX,43457362,6716678,36740683,35081340
2022:Q1,Millennial,17603920,5642363,11961557,40312623
2022:Q2,Silent,20466463,640840,19825623,13081388
2022:Q2,BabyBoom,75752681,4824106,70928575,42128986
2022:Q2,GenX,42171715,6863899,35307816,35149850
2022:Q2,Millennial,17902751,5859706,12043046,40709637
2022:Q3,Silent,20150058,628342,19521716,12931003
2022:Q3,BabyBoom,73985924,4790107,69195817,42078796
2022:Q3,GenX,41289847,6975553,34314294,35223169
2022:Q3,Millennial,17797979,6110149,11687829,41073488
2022:Q4,Silent,19842923,614452,19228471,12624241
2022:Q4,BabyBoom,75022808,4734516,70288292,42120217
2022:Q4,GenX,41568113,7040517,34527595,35166717
2022:Q4,Millennial,18027163,6319494,11707669,41702185
2023:Q1,Silent,20004314,595840,19408475,12414175
2023:Q1,BabyBoom,76546004,4558586,71987418,41975856
2023:Q1,GenX,42334169,6998541,35335628,35186740
2023:Q1,Millennial,18401616,6574214,11827402,42469886
2023:Q2,Silent,20359181,586329,19772851,12189595
2023:Q2,BabyBoom,78781511,4506847,74274664,41679230
2023:Q2,GenX,43675919,7015470,36660450,35158059
2023:Q2,Millennial,19667645,6769006,12898639,43148651
2023:Q3,Silent,19885789,580891,19304898,11977354
2023:Q3,BabyBoom,77882628,4490396,73392232,41302994
2023:Q3,GenX,43458520,7037077,36421443,35075760
2023:Q3,Millennial,20031787,6932746,13099042,43757347
2023:Q4,Silent,20256859,570107,19686752,11713052
2023:Q4,BabyBoom,80640134,4470694,76169440,41221008
2023:Q4,GenX,44831009,7064758,37766251,35032989
2023:Q4,Millennial,20586075,7087918,13498158,44213464
