Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1998:Q1,GenX,2193991,965389,621877,343512,1228603,139920,12393,34945,25255,9691,30773,30359,415,371561,68449,13159,251027,76353,195333,34688,848480,846507,487254,351386,2496,5372,1974,1345511,20355388
1998:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q2,Silent,23827148,6167603,4959687,1207916,17659545,1981866,561294,1399469,966860,432609,523952,448748,75204,4855568,247204,397762,822749,4354654,2367172,147855,1559180,1552473,1024684,321967,8792,197030,6707,22267968,39214881
1998:Q2,BabyBoom,15331597,5330055,4120214,1209841,10001542,850278,233755,406696,272096,134600,42382,30262,12120,2681973,385581,309099,1371530,1845323,1715081,159844,3167952,3157456,2349843,674085,19672,113856,10497,12163645,42237409
1998:Q2,GenX,2279271,1008095,658144,349951,1271176,140841,10872,37038,25599,11438,36044,35529,514,382673,69733,16304,236671,90279,215476,35245,895533,893486,514097,371692,2066,5631,2047,1383738,20805492
1998:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q3,Silent,23512799,6171384,4940064,1231320,17341415,1972195,585882,1430542,1017875,412668,524902,450733,74169,4501253,241740,402031,807681,4363903,2363604,147681,1577444,1571108,1033947,327616,9517,200029,6335,21935355,38968169
1998:Q3,BabyBoom,15258004,5513476,4293878,1219598,9744528,857959,270560,439898,303639,136258,74501,63618,10883,2287727,393948,294218,1295300,1909552,1758623,162242,3213747,3203209,2388232,684466,21989,108522,10537,12044257,42329502
1998:Q3,GenX,2154030,1081126,735315,345811,1072904,143108,19220,37026,24937,12089,39052,38450,602,246488,69184,12766,135549,103265,230988,36257,942124,940247,543154,388636,2254,6203,1877,1211906,21251148
1998:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q4,Silent,24060076,6257370,5041536,1215834,17802707,2007219,610278,1331833,973129,358704,525025,450423,74602,4996460,250568,389646,840477,4329244,2376308,145648,1579259,1573400,1030707,326455,11645,204592,5859,22480817,38702219
1998:Q4,BabyBoom,16394342,5613013,4364113,1248900,10781329,909489,298412,434493,309689,124804,69151,57001,12150,2866139,404648,342464,1455743,2064703,1772432,163655,3298027,3287918,2448951,708816,24541,105610,10110,13096314,42440906
1998:Q4,GenX,2595432,1156190,787161,369029,1439242,165575,24905,37980,27039,10941,38850,38367,483,435947,79511,18742,263882,107294,229167,37391,995792,994145,578325,406001,3139,6679,1647,1599640,21692690
1998:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q1,Silent,23984883,6272131,5056929,1215202,17712752,2002034,634937,1315126,916746,398381,525029,449781,75248,4956937,252680,379023,850046,4293086,2360494,143360,1567447,1561171,1023243,317275,11321,209331,6276,22417436,38419374
1999:Q1,BabyBoom,16741577,5742568,4475626,1266941,10999009,900238,325685,432909,306504,126405,65953,52526,13427,2887969,407666,363240,1494208,2196281,1759827,165033,3359232,3348792,2506323,714879,22426,105165,10440,13382345,42568958
1999:Q1,GenX,2715170,1235908,856781,379127,1479262,162022,30385,40853,29345,11508,38436,38098,339,446124,86581,19062,289548,110001,217769,38480,1030297,1028119,607642,410244,3123,7110,2177,1684873,22130327
1999:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q2,Silent,24262647,6364191,5154957,1209234,17898456,1992708,635082,1252524,879226,373299,524092,448570,75522,5208059,257164,367295,865487,4256571,2398084,141389,1565580,1559337,1017644,313337,12350,216006,6244,22697067,38123269
1999:Q2,BabyBoom,17477823,5904680,4608747,1295933,11573144,884758,313401,430418,311052,119365,67108,52428,14680,3197504,413959,397394,1560879,2337986,1802978,166759,3463532,3453136,2574108,734335,22757,121936,10396,14014291,42709873
1999:Q2,GenX,2937227,1299458,899780,399678,1637768,155219,22943,41622,30720,10902,37700,37459,241,547814,95270,22202,337150,113192,224939,39718,1079017,1076682,642005,423909,3648,7119,2336,1858209,22564237
1999:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q3,Silent,24086151,6414484,5197474,1217010,17671667,2000718,651549,1204943,842401,362542,521433,445309,76124,4994238,255631,358721,857075,4218540,2466875,141944,1567212,1561017,1018353,311305,10807,220553,6195,22518939,37817540
1999:Q3,BabyBoom,17726422,6095554,4774920,1320635,11630867,897543,328456,428538,313808,114730,92618,76660,15958,3049464,412922,393170,1522518,2455197,1880057,170383,3551683,3541342,2642014,759396,18997,120935,10340,14174739,42859863
1999:Q3,GenX,2977876,1393834,980776,413057,1584043,160607,24335,42517,31930,10587,34992,34890,102,503513,100889,17057,299774,114914,243544,41900,1145853,1143368,691426,441194,3157,7591,2485,1832023,22994598
1999:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999:Q4,Silent,24770293,6466369,5257113,1209255,18303924,2024544,688024,1053415,859596,193818,520006,443509,76497,5676925,271221,343286,885905,4182525,2488483,169591,1574792,1568389,1018654,309478,10691,229565,6404,23195501,37505821
1999:Q4,BabyBoom,19183762,6236938,4888181,1348757,12946824,937179,375287,424654,346725,77930,142954,125737,17218,3778543,434192,469393,1649596,2629640,1910968,194417,3642216,3631690,2672604,785989,17725,155372,10526,15541546,43015141
1999:Q4,GenX,3468129,1483791,1050711,433080,1984338,178188,36301,38461,31866,6595,30711,30711,0,740048,116542,29440,394744,119864,246096,53943,1215218,1212348,743785,458154,3232,7177,2871,2252910,23421587
1999:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q1,Silent,24989312,6594415,5379309,1215106,18394897,2037323,714939,953391,802738,150653,518493,443085,75408,5878838,274493,331159,898859,4145227,2472881,169294,1572752,1566678,1016634,300288,11583,238173,6073,23416560,37191747
2000:Q1,BabyBoom,19959341,6477479,5097426,1380053,13481862,959407,406206,397048,333692,63357,151548,133224,18324,4038477,439894,506520,1706972,2773774,1904283,197731,3693196,3682988,2686811,793374,17994,184810,10208,16266145,43171921
2000:Q1,GenX,3700414,1566623,1113862,452761,2133791,188016,42962,38735,33446,5289,29722,29643,79,827550,125534,33412,433477,123026,235209,56148,1267321,1264545,793823,460103,3717,6902,2776,2433093,23845383
2000:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q2,Silent,24832830,6717733,5499559,1218174,18115097,2037604,711203,927239,755281,171957,516199,441889,74309,5616961,272787,321805,893866,4107214,2540243,169977,1572042,1565970,1016748,298847,10605,239769,6072,23260788,36878955
2000:Q2,BabyBoom,20199797,6748047,5335726,1412321,13451750,960628,391259,390770,324465,66305,134562,115169,19393,3845612,439008,516295,1688926,2898046,1984790,201853,3755856,3745660,2743498,823068,15677,163417,10196,16443940,43326417
2000:Q2,GenX,3754279,1678507,1204295,474213,2075772,188080,34283,40183,34444,5739,30465,30295,170,769411,131858,31246,411707,124944,254824,58771,1343593,1340611,849388,479855,3445,7922,2983,2410686,24266162
2000:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q3,Silent,24862274,6792836,5566084,1226752,18069438,2038746,732411,899290,719526,179764,514965,441773,73192,5546360,273932,310823,896872,4070269,2614896,170875,1576461,1570507,1017312,299853,8644,244698,5953,23285813,36571079
2000:Q3,BabyBoom,20769951,7012059,5576476,1435583,13757892,962591,414243,386616,320577,66039,151427,131004,20422,3837684,441866,544590,1705339,3033570,2073801,206165,3846708,3836639,2796960,861279,12243,166157,10069,16923243,43474840
2000:Q3,GenX,3909083,1784624,1298784,485840,2124459,188378,38293,40947,35090,5856,28918,28648,270,770751,140054,33271,417464,127490,277358,61537,1428217,1425136,908062,505941,2785,8348,3081,2480866,24684104
2000:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000:Q4,Silent,24517970,6917880,5696801,1221078,17600091,2065136,766542,970284,758876,211408,518406,446282,72125,4975805,271865,303510,880211,4033037,2646375,168921,1573443,1567283,1010996,301785,10740,243762,6160,22944528,36271754
2000:Q4,BabyBoom,20776698,7241986,5772945,1469041,13534712,1008173,456318,435738,363539,72199,209179,187762,21417,3334878,440149,537744,1640934,3145594,2117824,208181,3906021,3895763,2855952,903421,14172,122218,10258,16870677,43613406
2000:Q4,GenX,3820064,1875987,1364350,511637,1944077,209770,48858,42085,35435,6650,24928,24561,367,610071,146483,27169,358663,128537,284261,63250,1503688,1500193,950348,536061,3754,10031,3495,2316375,25099384
2000:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q1,Silent,24316762,7160457,5942656,1217801,17156305,2117315,816479,935609,654502,281107,516321,443664,72657,4521252,274095,295854,848997,3998203,2663313,168867,1554559,1548742,1003769,293618,6503,244852,5817,22762203,35984617
2001:Q1,BabyBoom,20927976,7639502,6142635,1496867,13288475,1099004,519800,399000,311898,87102,189128,166507,22621,2943441,444156,536563,1520364,3279548,2145823,211647,3930080,3920186,2907678,914164,8339,90005,9894,16997897,43738326
2001:Q1,GenX,3776670,1984524,1452444,532080,1792146,253918,66698,44323,35857,8466,25507,25250,257,485402,155700,22281,256032,130936,285624,65725,1549376,1545998,990429,541941,2163,11465,3379,2227294,25512182
2001:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q2,Silent,24659430,7240132,6024638,1215494,17419298,2126830,820274,888872,603643,285229,517055,443988,73067,4768098,281380,285654,862821,3988442,2706154,173718,1552476,1546811,1003190,289648,4174,249798,5666,23106954,35713301
2001:Q2,BabyBoom,21749760,7883469,6366044,1517424,13866292,1113920,517186,380375,293632,86743,194670,170879,23792,3236573,455150,564885,1579219,3404991,2200308,219014,4056053,4046342,3013805,935692,5129,91716,9711,17693708,43845815
2001:Q2,GenX,4057302,2080558,1534682,545877,1976744,261635,62314,44233,35652,8581,24555,24391,164,585165,168285,24292,295841,143644,296567,70213,1621425,1617982,1045717,558909,1377,11979,3443,2435877,25922675
2001:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001:Q3,Silent,24143066,7280841,6064355,1216487,16862225,2143259,847716,931784,635209,296575,530641,457093,73548,4132697,273634,278228,828360,3979601,2736382,179922,1569944,1564107,1012406,283827,7065,260809,5837,22573122,35461444
2001:Q3,BabyBoom,21614065,8136055,6603363,1532691,13478010,1140272,547572,415118,326977,88141,278249,253294,24955,2663208,443993,567321,1449963,3505286,2239722,227305,4171379,4161548,3054862,953850,8044,144792,9831,17442686,43932085
2001:Q3,GenX,3904561,2179758,1624337,555421,1724803,275552,69222,45647,36746,8901,19307,19242,65,401652,171520,20182,188747,155082,302543,75348,1722481,1718634,1134918,570098,2557,11060,3847,2182079,26331041
2001:Q3,Millennial,25746,18004,11243,6761,7742,1234,0,0,0,0,0,0,0,266,4420,0,69,0,811,942,15513,15416,8807,6576,0,32,98,10233,771266
2001:Q4,Silent,24618143,7391436,6166791,1224645,17226706,2169581,863202,891805,599362,292443,526331,452566,73765,4507198,293708,277225,832296,4016456,2666647,182257,1540959,1534972,987248,297610,1529,248584,5987,23077184,35231549
2001:Q4,BabyBoom,22491077,8327482,6770678,1556804,14163595,1178383,590306,391656,296468,95188,236521,210526,25995,3109767,453417,585772,1542226,3590383,2254877,230288,4284245,4274531,3199433,975949,1693,97455,9714,18206832,43994523
2001:Q4,GenX,4222755,2271631,1698097,573533,1951125,292452,84655,45782,36566,9216,22523,22422,101,527854,172032,21431,237100,161630,308367,77298,1759326,1755680,1133748,608714,463,12756,3645,2463430,26737207
2001:Q4,Millennial,35215,24202,14885,9318,11013,1782,113,300,213,88,0,0,0,1450,5160,1,479,0,545,1183,14678,14561,5007,9554,0,0,117,20537,988997
2002:Q1,Silent,24701976,7481178,6256850,1224328,17220798,2200908,842784,863018,590843,272175,528511,454046,74465,4485600,312396,278807,833669,4053388,2637070,184646,1538791,1532496,990664,298999,438,242396,6295,23163185,35021609
2002:Q1,BabyBoom,22964346,8537886,6964176,1573711,14426460,1222727,581992,382435,284902,97533,221310,194203,27108,3169418,461110,579821,1621492,3641310,2311681,233164,4315241,4305477,3240582,962303,463,102128,9764,18649106,44035211
2002:Q1,GenX,4408917,2375370,1787296,588074,2033547,313105,82844,45831,36782,9049,24387,24315,72,526691,171811,16683,276663,166087,330191,79254,1850194,1846590,1222391,611092,122,12984,3604,2558723,27140105
2002:Q1,Millennial,45871,31681,19499,12182,14190,2531,224,753,409,344,1,0,1,1675,5783,0,964,0,832,1426,20546,20413,9291,11122,0,0,133,25324,1219053
2002:Q2,Silent,24471336,7552676,6324697,1227980,16918659,2207707,815442,945159,599612,345547,530171,455450,74721,4122169,326751,280989,793577,4091432,2614811,190451,1539740,1533278,996860,306395,-4525,234548,6463,22931595,34828483
2002:Q2,BabyBoom,22846930,8725236,7131413,1593823,14121694,1221890,563664,408864,284207,124656,184688,156568,28120,2879082,462243,569899,1536726,3681139,2374658,238842,4373129,4363471,3311681,967246,-4671,89216,9658,18473801,44057400
2002:Q2,GenX,4349863,2507634,1902035,605600,1842228,310892,77736,49068,37434,11634,27843,27732,111,402760,168500,10777,186804,169910,355233,82705,1964165,1960768,1317536,630568,-1093,13757,3397,2385698,27538417
2002:Q2,Millennial,53408,40073,24486,15587,13335,2701,357,607,607,0,0,0,0,207,6371,0,0,20,1347,1726,27154,27006,13570,13435,0,0,148,26254,1461077
2002:Q3,Silent,23982353,7601153,6353039,1248114,16381200,2245532,796517,986767,593762,393006,535500,460038,75462,3512888,338089,283104,749508,4130882,2607269,195143,1541669,1534778,999137,313698,-5462,227407,6891,22440683,34649032
2002:Q3,BabyBoom,22573233,8945974,7335544,1610430,13627259,1273506,555745,420707,275319,145387,174325,145109,29216,2329447,458443,562536,1437205,3720168,2451680,243499,4482303,4472455,3424849,970314,-5436,82727,9848,18090931,44064346
2002:Q3,GenX,4225088,2647211,2033153,614058,1577877,336235,76279,51208,37679,13529,29704,29621,82,182429,162653,5322,88060,173759,386529,85701,2063644,2060153,1395769,651279,-1248,14352,3491,2161445,27930823
2002:Q3,Millennial,62117,45455,27273,18182,16662,3791,529,876,876,0,2,0,2,0,6923,0,0,140,2379,2023,30844,30688,14371,16317,0,0,156,31272,1714712
2002:Q4,Silent,24231626,7661061,6399179,1261882,16570565,2264552,814846,1043170,550769,492401,541815,465654,76160,3643019,350544,281020,751898,4173495,2502243,203964,1545420,1538319,1003410,322462,-8762,221210,7101,22686206,34480118
2002:Q4,BabyBoom,23187167,9161517,7538630,1622887,14025650,1291115,594309,426515,246826,179689,154838,124542,30296,2532723,456135,598287,1507986,3786039,2425968,251737,4599932,4590146,3532059,978596,-8514,88005,9786,18587235,44059302
2002:Q4,GenX,4446516,2767778,2147225,620552,1678738,344118,90749,53632,36598,17033,32357,32295,62,220769,157245,10815,120304,179533,378587,90631,2172771,2169454,1480381,676327,-1821,14568,3317,2273745,28316006
2002:Q4,Millennial,68414,51628,30764,20863,16786,4349,791,1237,1237,0,4,0,4,0,7321,0,0,104,553,2427,35543,35379,15755,19624,0,0,164,32871,1979602
2003:Q1,Silent,24173342,7758141,6501406,1256735,16415201,2321605,788917,976614,538835,437779,547228,471007,76221,3468564,366649,280936,741602,4213826,2500644,208616,1543293,1535582,1004375,323718,-8600,216088,7711,22630049,34318602
2003:Q1,BabyBoom,23477922,9356722,7722354,1634368,14121200,1372140,575886,411113,236460,174653,162686,131456,31230,2421130,459660,614449,1529627,3810330,2507869,256309,4703864,4693653,3631391,963241,-8091,107112,10211,18774058,44045522
2003:Q1,GenX,4534195,2862653,2229228,633425,1671542,386046,85881,52415,36451,15964,33112,32970,141,143550,154479,11321,115328,182453,413258,93699,2250273,2246623,1553855,680213,-1751,14307,3651,2283921,28692645
2003:Q1,Millennial,84906,63339,38284,25054,21567,6498,1015,1565,1565,0,0,0,0,0,7439,0,0,382,1908,2761,38294,38134,16183,21951,0,0,160,46612,2255391
2003:Q2,Silent,24760819,7839886,6576422,1263464,16920933,2350187,769480,953430,543885,409545,553514,476661,76853,3884839,387287,278453,765402,4256207,2509626,212506,1567607,1559583,1018566,330423,-7499,218094,8024,23193211,34161343
2003:Q2,BabyBoom,24670074,9570251,7921645,1648606,15099822,1403950,565329,410486,235352,175134,260770,228485,32285,2940422,470871,652818,1679366,3855902,2599713,260196,4917534,4907252,3754016,965894,-6840,194182,10282,19752539,44026259
2003:Q2,GenX,4984372,2998179,2353243,644936,1986192,402118,83725,52569,36957,15612,27056,26921,135,300670,155443,17783,210879,186871,452652,96426,2385690,2382081,1671626,700180,-1525,11799,3609,2598682,29059424
2003:Q2,Millennial,99519,73682,44630,29052,25838,7683,1277,1907,1907,0,1,0,1,0,7177,0,174,536,3999,3083,45677,45519,19751,25433,0,334,158,53843,2541722
2003:Q3,Silent,24976561,7902354,6619402,1282952,17074207,2359238,742806,924284,588289,335995,556698,480530,76168,4020072,406050,277468,762508,4297646,2507665,219773,1580228,1571977,1035768,337996,-11089,209304,8250,23396334,34005204
2003:Q3,BabyBoom,25321807,9814197,8150504,1663693,15507609,1403099,545823,414138,254436,159702,255159,222133,33025,3170013,479164,676690,1727043,3889396,2679929,267155,4983991,4973746,3833649,971814,-9970,178252,10245,20337816,44004768
2003:Q3,GenX,5239658,3145799,2493767,652032,2093859,400496,78558,52659,39014,13645,28706,28371,335,351761,154788,20464,227163,190403,488038,100822,2543563,2540121,1808393,721180,-2082,12630,3442,2696094,29415023
2003:Q3,Millennial,110390,80371,48205,32166,30019,7973,1550,2854,2263,591,0,0,0,0,6776,0,482,839,6020,3526,59482,59329,30519,28685,0,124,153,50908,2838239
2003:Q4,Silent,25562417,7984619,6686891,1297728,17577798,2382469,720982,1022424,647109,375315,560904,484673,76230,4352139,424350,274261,781854,4339690,2491217,227507,1601855,1593404,1039611,345694,9082,199017,8451,23960561,33847045
2003:Q4,BabyBoom,26373279,10063098,8382323,1680775,16310181,1426271,532280,461223,281053,180170,243098,209161,33938,3622567,486907,719208,1863132,3935081,2745761,274652,5098424,5088250,3954501,978727,7587,147435,10174,21274855,43984301
2003:Q4,GenX,5667951,3282645,2619729,662916,2385306,411785,75442,56921,41439,15482,30808,30387,421,493365,153655,28372,316571,194761,518094,105531,2656196,2652971,1891345,745375,2247,14005,3225,3011755,29758124
2003:Q4,Millennial,126979,89944,53762,36182,37035,8980,1856,2634,2634,0,0,0,0,1966,6168,0,2651,1066,7695,4019,63253,63108,29946,33137,25,0,145,63726,3144585
2004:Q1,Silent,26503844,8175039,6863910,1311129,18328805,2427701,698617,1536475,1143372,393103,566377,489101,77276,4483094,437593,272064,777159,4387216,2512568,229941,1599706,1591043,1042672,346637,8301,193433,8664,24904138,33683727
2004:Q1,BabyBoom,27665273,10451766,8747857,1703909,17213506,1486270,518202,765776,572045,193731,258186,223079,35107,3864636,486002,751476,1903730,4052054,2849751,277423,5181741,5171624,4035693,965675,6837,163418,10117,22483532,43968114
2004:Q1,GenX,5982048,3437946,2756938,681008,2544102,443355,72162,59663,43058,16605,30734,30382,353,553405,147645,33571,327703,204302,563920,107641,2745074,2742066,1977708,748580,1991,13787,3008,3236974,30087409
2004:Q1,Millennial,149582,107007,65287,41720,42576,11402,2183,0,0,0,0,0,0,3857,5602,21,3093,472,11616,4329,69882,69750,34144,35580,25,0,132,79700,3460405
2004:Q2,Silent,26582799,8284345,6945874,1338471,18298454,2454954,675020,1431991,1077343,354647,571578,493178,78400,4410700,453299,271170,770633,4423415,2603390,232304,1615943,1606846,1059593,350758,8110,188385,9097,24966855,33512112
2004:Q2,BabyBoom,28390933,10801398,9077646,1723752,17589535,1517830,502889,706308,518777,187531,284336,248016,36321,3888969,489624,771598,1937301,4187327,3023096,280256,5303306,5292941,4137583,963347,6591,185420,10365,23087627,43959460
2004:Q2,GenX,6240684,3640814,2952746,688068,2599871,459076,68484,62042,46351,15691,29742,29474,268,522559,143685,35352,332747,198696,637771,109718,2897817,2894692,2117952,761495,1905,13340,3125,3342868,30401557
2004:Q2,Millennial,168292,114156,69333,44823,54136,12953,2525,2190,1182,1008,294,294,0,3034,4675,31,3398,422,19984,4631,84775,84667,45632,38939,27,69,107,83517,3785341
2004:Q3,Silent,26949595,8469947,7132606,1337341,18479648,2469254,651615,1533093,1143440,389653,576685,497391,79294,4358190,468201,269241,759306,4458180,2697313,238570,1616553,1607137,1069192,358776,-2337,181506,9416,25333042,33329059
2004:Q3,BabyBoom,29221310,11171749,9433058,1738692,18049561,1530058,488101,761133,553306,207827,269730,232226,37504,3941265,492108,798940,1952043,4328472,3200807,286905,5431235,5420767,4257110,974213,-1920,191365,10468,23790075,43961592
2004:Q3,GenX,6468076,3824548,3123659,700889,2643528,463581,64998,63901,46414,17486,32030,31816,215,499701,138711,39196,321601,192948,713000,113860,3032980,3029914,2229244,787704,-476,13442,3066,3435096,30699252
2004:Q3,Millennial,196964,134691,83753,50939,62273,13740,2884,1401,1108,293,0,0,0,2334,3551,76,3211,306,29643,5127,94745,94664,50382,44183,-3,103,80,102219,4119038
2004:Q4,Silent,27465395,8626755,7280144,1346611,18838640,2485613,652875,1546858,1270519,276339,574544,494296,80248,4658370,470313,262002,790289,4413721,2737316,246739,1657131,1647708,1097128,362373,-3085,191292,9423,25808264,33132086
2004:Q4,BabyBoom,30598506,11517983,9755974,1762009,19080523,1614673,489865,840280,669694,170586,331601,292216,39385,4273671,506183,839716,2098175,4521812,3270490,294057,5555663,5544984,4331583,995811,-2679,220268,10679,25042843,43976707
2004:Q4,GenX,7000983,4063590,3330152,733438,2937393,490123,63579,61443,47339,14104,31162,31162,0,606677,149030,52050,401361,227178,735077,119711,3196155,3192845,2369991,810297,-671,13228,3310,3804828,30979513
2004:Q4,Millennial,236995,157422,101261,56161,79573,16650,3018,3518,0,3518,1429,1341,89,5876,3643,197,5573,0,33752,5917,113357,113270,60974,51638,-6,663,87,123638,4461092
2005:Q1,Silent,27546645,8765886,7422586,1343300,18780758,2498729,637039,1481226,1200344,280882,572144,491087,81057,4680771,465373,258300,789835,4361411,2784558,251373,1663493,1654118,1111095,354984,-8899,196939,9375,25883152,32921334
2005:Q1,BabyBoom,31216289,11823847,10041938,1781909,19392442,1699576,471427,828934,648446,180488,318822,277542,41280,4296813,507819,850989,2116059,4653599,3350247,298155,5696642,5685822,4495750,986728,-8307,211651,10821,25519646,44002773
2005:Q1,GenX,7292590,4316383,3549234,767149,2976207,516192,54922,70545,55193,15353,36869,36869,0,576794,152360,56287,370711,257148,760596,123783,3261513,3258041,2440671,804926,-1927,14371,3472,4031077,31242718
2005:Q1,Millennial,269203,183060,120278,62781,86144,19827,3066,3958,322,3637,923,724,199,4173,4235,169,4254,215,38750,6574,100929,100832,42000,58336,-9,505,96,168275,4810912
2005:Q2,Silent,27934818,8937361,7606820,1330540,18997457,2492153,628750,1536745,1240151,296594,569028,487669,81359,4806084,461803,252616,802226,4307880,2886039,254133,1701249,1691814,1140174,354160,-5324,202804,9435,26233569,32697601
2005:Q2,BabyBoom,32174580,12116828,10311400,1805428,20057753,1755862,461495,906191,710242,195949,323644,280513,43130,4441412,512417,877949,2190596,4799435,3488075,300677,5808394,5797272,4600109,996598,-5250,205815,11122,26366186,44036701
2005:Q2,GenX,7706386,4580548,3770835,809713,3125839,524844,48666,76583,59409,17174,41344,41344,0,599579,157273,65213,388201,288595,808630,126910,3424503,3420688,2590917,815658,-1320,15433,3815,4281883,31489582
2005:Q2,Millennial,316748,217920,145241,72679,98828,21639,3115,3398,0,3398,850,534,316,4528,4748,231,4556,497,48107,7158,115421,115319,48989,65973,-20,378,102,201326,5167861
2005:Q3,Silent,28232982,9080602,7752174,1328428,19152380,2495190,635895,1386115,1175480,210634,564916,484136,80780,5022258,460763,248054,819535,4251780,3004103,263771,1737935,1728807,1169168,355586,-4961,209013,9128,26495048,32461684
2005:Q3,BabyBoom,33256167,12478301,10659820,1818481,20777866,1833497,470430,850458,690562,159896,320336,275509,44826,4698101,522064,895070,2289357,4941510,3646891,310152,5929561,5918646,4705655,1013975,-5236,204251,10915,27326606,44075402
2005:Q3,GenX,8246767,4869581,4036017,833563,3377186,545135,48736,80479,66602,13877,46891,46891,0,674553,164978,71251,426649,320135,864455,133923,3598638,3595067,2746400,833663,-1350,16354,3570,4648129,31720820
2005:Q3,Millennial,363664,241465,164023,77442,122198,24747,3201,6534,816,5718,441,18,423,7393,5058,235,5711,909,59719,8251,132834,132712,57249,75160,-28,331,122,230830,5531302
2005:Q4,Silent,28465937,9192969,7864595,1328374,19272968,2488033,661622,1411878,1155875,256002,559037,479974,79063,5092101,456950,242733,833388,4193936,3058173,275117,1769300,1760405,1193629,356469,-2545,212853,8895,26696637,32214379
2005:Q4,BabyBoom,34193644,12813593,10978713,1834880,21380052,1897588,503803,898297,706109,192189,320650,274376,46274,4787264,526959,918141,2376282,5086401,3742972,321694,6006331,5995515,4788463,1030063,-2875,179864,10817,28187313,44115785
2005:Q4,GenX,8645143,5125529,4265260,860269,3519614,556604,57709,89763,72439,17325,52334,52334,0,669863,169989,79124,454600,352254,895309,142067,3761472,3758028,2891086,849596,-789,18136,3444,4883671,31937150
2005:Q4,Millennial,400391,265843,183096,82747,134548,27149,3348,6284,1260,5024,502,0,502,6505,5611,280,6514,1326,67458,9572,152224,152084,67680,84428,-24,0,140,248167,5900598
2006:Q1,Silent,28885892,9150730,7839843,1310887,19735162,2515599,662998,1417854,1177437,240417,550302,474977,75324,5599576,433385,236905,845659,4135453,3062465,274966,1808582,1799763,1223269,354133,2018,220342,8819,27077310,31956485
2006:Q1,BabyBoom,35299134,12811937,10956896,1855041,22487197,2030306,506597,948880,757334,191546,339152,291985,47167,5408718,495258,945275,2459002,5242992,3789058,321958,6101765,6090824,4859415,1036303,2434,192672,10941,29197369,44154762
2006:Q1,GenX,9177020,5281949,4381042,900907,3895071,608982,55337,95323,77814,17509,55932,55932,0,922623,154202,88293,478678,385623,906249,143829,3945264,3941681,3067577,854805,740,18559,3582,5231756,32139285
2006:Q1,Millennial,453936,290829,196853,93976,163107,34420,3351,6445,708,5737,500,0,500,19377,8184,358,7191,1537,71633,10110,182284,182131,89755,92343,33,0,153,271652,6275110
2006:Q2,Silent,28741936,9166164,7856350,1309815,19575771,2500474,676847,1396731,1099419,297313,539148,469331,69817,5480612,428014,233400,843145,4073973,3128677,274751,1840709,1831974,1249945,349786,5408,226835,8736,26901226,31688799
2006:Q2,BabyBoom,35740460,12986503,11115104,1871399,22753957,2089025,526446,952569,721220,231349,369430,322053,47377,5280206,497600,952125,2477259,5384797,3902277,322222,6220431,6209371,4967388,1037869,7027,197087,11059,29520029,44189244
